X,y
5.74,11.15
0.8,10.64
8.3,16.01
8.15,19.7
9.31,33.64
9.66,30.71
9.45,27.89
0.51,3.57
8.51,26.67
1.87,8.61
1.06,8.06
1.41,11.17
6.32,8.59
5.27,16.4
6.05,13.19
9.32,23.89
8.77,24.4
5.8,12.35
8.9,32.63
8.57,15.15
3.31,6.7
6.75,19.05
1.81,7.07
8.58,21.46
4.76,10.81
3.38,5.46
9.59,33.63
6.54,22.34
2.03,8.06
3.76,12.19
3.53,14.97
7.95,16.1
8.27,25.52
9.65,28.25
8.88,33.13
4.42,12.08
4.51,20.29
7.31,22.43
1.76,8.12
0.89,8.05
5.62,20.87
2.34,14.72
8.48,24.8
0.48,4.53
1.38,6.59
6.28,21.88
0.38,6.72
5.58,17.43
7.47,22.37
9.88,23.54
3.62,10.91
0.48,5.86
0.92,12.95
6.7,16.75
7.84,17.95
0.28,3.46
7.55,24.03
4.5,7.68
3.8,12.46
6.94,24.59
4.63,11.01
1.03,2.47
9.11,24.36
3.88,17.64
4.53,16.91
6.59,21.45
2.95,9.74
9.1,30.75
2.66,13.5
1.42,4.99
6.97,12.98
7.52,23.31
2.01,9.26
9.51,29.83
5.77,20.98
0.4,-0.25
8.16,23.41
6.27,25.68
4.74,11.32
4.42,20.62
0.04,1.1
3.29,5.24
7.55,18.46
5.39,17.44
2.34,11.35
7.02,22.56
7.91,22.25
7.75,25.06
0.1,9.19
2.86,21.7
2.6,9.15
3.36,14.64
5.76,27.04
1.37,12.29
2.55,4.4
5.26,11.51
9.38,16.47
6.16,20.94
3.77,16.79
0.39,2.58
2.7,7.12
1.48,14.53
4.63,8.1
9.38,34.32
8.59,16.15
4.68,17.45
1.4,1.91
7.64,23.49
2.69,10.22
7.17,22.28
8.92,25.26
8.4,27.09
5.19,8.59
3.9,7.95
6.58,12.6
6.84,24.51
2.66,1.45
0.36,5.39
7.29,21.16
9.58,23.57
2.9,5.95
5.6,14.4
5.43,9.82
0.86,5.31
0.19,13.1
4.54,14.76
4.0,10.01
2.37,9.14
6.5,31.07
8.52,26.99
4.41,12.79
1.73,17.68
2.01,2.23
2.08,16.16
0.96,-2.77
7.86,27.37
9.69,31.37
0.74,10.28
3.19,12.86
3.77,16.08
1.72,2.74
4.72,20.69
7.63,17.7
9.3,25.5
6.73,25.16
2.6,12.92
10.0,32.57
8.86,28.36
9.66,41.79
1.75,0.72
2.12,4.69
9.63,27.09
0.67,12.94
5.91,14.63
9.21,29.39
0.97,13.35
9.24,32.56
4.79,18.68
2.39,4.48
7.61,24.42
3.9,11.54
9.86,30.73
5.84,17.01
0.86,7.26
7.34,25.96
9.18,20.66
2.31,13.14
3.88,1.93
8.02,23.57
6.83,22.82
1.69,17.5
5.53,22.7
8.87,25.75
4.33,14.23
9.58,16.66
8.78,33.08
5.94,22.36
0.04,0.71
0.72,-2.07
4.27,15.15
8.04,13.87
8.18,35.06
9.36,20.48
5.75,14.65
3.92,9.57
8.95,25.68
3.32,5.16
1.5,10.6
0.1,12.97
0.32,7.57
2.42,4.52
9.18,27.53
1.85,17.62
6.4,13.47
5.98,22.17
5.32,11.6
6.78,27.69
7.98,27.61
9.4,22.36
6.69,23.35
6.56,20.73
4.18,9.19
5.01,8.67
1.19,-5.31
0.54,3.08
1.94,14.15
5.23,11.1
9.35,32.21
3.44,8.15
9.45,27.45
1.36,6.19
7.35,23.1
3.09,12.18
2.05,7.13
5.46,22.79
1.9,7.83
1.76,15.29
9.42,23.21
2.44,12.86
6.45,23.34
6.93,25.9
0.79,12.06
6.93,11.78
5.3,16.42
9.45,21.11
7.3,21.12
7.41,20.32
5.55,22.62
0.24,5.59
1.72,6.18
3.76,8.09
2.58,10.04
7.29,18.21
3.36,22.19
7.95,26.59
5.3,15.1
4.69,15.49
4.17,16.09
8.09,23.86
4.6,17.54
7.73,24.44
3.25,14.01
0.49,-6.67
0.58,5.76
8.86,22.7
5.72,10.85
2.13,11.94
6.8,26.93
3.67,2.92
1.18,10.26
1.25,10.41
9.13,25.74
0.61,8.8
3.49,4.75
6.11,19.46
9.62,20.69
4.66,17.98
6.48,13.0
0.97,10.18
4.87,23.43
8.15,28.79
7.96,22.63
6.33,23.09
2.21,8.01
1.26,8.31
4.95,15.75
7.15,21.47
5.34,17.33
7.36,21.18
5.53,22.95
8.17,16.74
9.2,26.09
1.24,1.75
8.07,22.66
8.92,19.81
6.92,19.5
9.57,34.09
9.38,24.2
1.57,7.34
5.63,20.95
6.44,17.15
1.86,9.79
2.39,5.41
2.55,2.98
7.78,20.2
7.91,26.78
5.35,6.9
9.22,27.79
4.53,10.94
8.8,16.16
3.24,10.15
3.63,22.78
1.79,5.82
6.35,22.87
1.2,13.69
8.73,25.5
0.93,1.32
9.28,23.6
4.27,16.45
6.04,21.5
8.3,15.04
7.59,11.76
0.25,-0.64
8.31,31.77
9.13,29.25
1.49,10.56
5.06,27.41
7.54,24.93
2.38,15.19
1.48,6.23
0.84,7.88
8.56,27.88
1.48,13.77
2.09,10.49
5.58,22.32
5.12,16.88
0.76,8.62
1.99,7.03
2.23,1.75
7.47,28.8
7.49,24.43
6.42,34.39
3.96,20.84
2.54,8.83
3.24,15.89
2.26,5.32
1.93,7.59
5.07,15.59
0.8,8.56
6.61,20.8
6.48,20.35
6.16,24.05
5.07,14.46
1.16,1.35
4.72,15.07
1.44,8.76
7.85,22.53
7.13,28.01
3.72,7.92
7.09,22.95
6.16,20.0
8.01,10.42
9.04,25.3
5.6,15.43
8.81,29.4
0.81,5.9
6.2,31.95
4.2,17.0
5.01,18.83
4.8,11.98
7.5,24.8
9.2,23.97
5.05,11.37
4.1,10.49
9.22,23.88
4.88,21.24
5.86,22.2
0.75,6.1
4.86,12.36
8.95,20.1
8.05,24.34
6.81,19.61
3.92,5.59
7.13,21.06
9.85,21.23
2.7,13.22
8.29,28.21
8.41,22.23
1.33,3.09
7.42,24.2
8.68,14.74
5.33,14.45
1.29,11.44
8.76,29.84
9.08,30.52
7.88,18.18
5.78,10.21
8.55,16.33
9.15,27.17
7.37,18.75
4.89,24.88
0.63,9.7
4.46,18.88
7.34,23.46
8.26,24.94
6.99,18.41
6.64,23.76
0.38,4.37
5.21,13.76
6.69,23.59
9.86,26.61
8.56,27.09
9.21,25.24
6.39,22.87
3.99,13.89
7.24,17.59
9.18,27.79
7.93,24.03
6.0,21.77
1.55,-2.79
6.44,21.81
2.33,8.56
2.96,8.96
6.82,13.44
9.86,25.11
3.9,8.97
1.11,3.59
8.86,37.54
6.86,21.44
7.36,13.97
4.22,19.64
8.14,25.45
3.63,10.13
2.38,5.99
8.06,24.54
8.41,24.18
3.19,14.22
4.15,9.02
5.69,13.09
2.07,13.53
1.11,3.48
6.06,17.46
7.45,23.98
7.57,25.65
9.58,21.04
1.12,12.35
0.06,-2.95
4.39,7.89
6.39,14.96
4.4,11.36
6.15,17.23
8.97,29.57
2.66,9.08
5.57,14.2
6.78,24.61
1.49,8.31
6.66,15.16
2.57,14.5
2.75,9.55
6.77,16.77
9.95,31.59
0.06,8.73
2.83,8.86
6.05,19.16
8.62,29.17
7.99,21.3
7.11,15.91
9.6,26.33
6.22,14.03
6.88,10.01
0.13,8.14
7.82,24.87
7.8,22.24
4.79,15.22
5.41,22.64
1.33,6.43
3.29,15.88
2.29,18.24
8.33,22.84
8.5,28.39
9.44,22.38
8.97,35.64
2.67,7.7
2.82,10.19
4.14,7.37
4.48,19.08
0.22,5.34
2.65,13.01
5.19,14.19
7.37,19.63
6.35,17.96
8.06,30.63
7.49,27.83
5.34,16.27
9.14,27.5
5.88,15.76
8.79,23.74
3.76,26.29
9.58,24.72
9.59,27.86
4.05,18.4
7.19,28.94
5.52,15.17
1.78,18.55
5.38,20.91
6.08,19.52
7.8,22.51
8.16,27.33
4.88,20.94
3.88,9.53
8.62,29.18
3.13,15.43
9.8,28.11
3.04,12.99
2.95,15.11
2.35,19.58
7.13,25.26
4.67,15.04
9.06,33.42
3.07,18.98
8.04,28.32
2.71,18.87
1.77,4.95
8.16,21.22
1.87,6.59
2.57,7.88
3.8,12.93
3.2,15.42
7.9,24.16
9.0,34.36
1.0,-0.09
0.01,4.91
0.75,14.55
0.89,-3.67
8.36,20.14
7.72,19.62
6.03,15.13
2.99,15.31
6.69,29.96
0.94,4.18
2.32,6.06
5.17,18.56
9.11,19.33
5.88,16.66
3.82,5.73
5.47,18.72
2.34,9.12
4.0,12.58
3.36,23.08
8.08,27.94
3.95,12.77
7.41,27.51
2.65,5.13
2.99,9.13
0.7,0.91
8.59,13.99
1.72,-3.3
2.27,11.39
2.0,12.86
7.34,27.05
6.96,18.4
2.17,6.74
7.95,20.87
3.88,-0.01
6.67,28.3
6.51,11.86
8.01,26.57
5.56,14.61
6.5,29.37
2.43,6.38
8.37,21.62
3.22,17.14
5.58,18.51
9.66,22.78
6.09,10.82
0.89,7.74
1.48,9.35
4.97,10.24
7.07,21.42
1.37,0.43
9.19,19.29
3.34,9.9
1.06,6.64
8.59,24.04
2.89,10.19
2.38,9.21
8.03,17.41
3.14,15.04
2.66,12.1
1.13,6.57
6.68,15.03
3.45,4.77
7.36,29.08
9.71,27.64
4.59,21.55
0.59,6.93
6.91,22.95
1.13,21.7
9.71,28.58
4.42,12.4
7.13,13.05
7.48,21.82
8.05,31.16
4.4,1.95
6.51,22.6
2.07,12.39
1.4,15.24
1.63,5.23
2.28,12.23
4.28,9.7
1.01,10.56
5.12,11.22
1.82,5.66
2.04,6.32
0.57,1.48
6.46,21.34
2.24,7.77
1.39,0.86
4.94,16.78
8.57,18.7
0.84,10.44
9.54,35.06
4.22,19.62
0.85,6.96
3.09,12.1
0.93,12.74
7.66,20.82
3.51,15.46
1.85,10.89
2.4,9.11
2.62,6.95
9.43,25.11
5.46,12.57
4.76,21.43
5.4,22.14
6.47,11.98
9.2,21.92
2.08,1.75
5.92,18.77
1.48,12.0
1.22,7.46
8.52,38.59
8.3,16.28
2.0,7.07
5.23,12.54
5.64,24.9
0.22,1.75
8.18,32.19
4.38,16.02
5.29,12.58
5.04,23.7
1.69,9.57
6.22,19.17
3.9,15.26
1.49,8.52
8.11,16.26
0.85,5.57
6.78,18.69
8.2,26.29
9.27,19.69
7.43,21.51
3.98,10.29
2.43,0.63
2.52,5.72
1.52,5.61
0.37,14.59
6.92,23.43
6.46,19.97
5.22,10.5
5.76,20.43
9.25,27.8
2.28,7.05
7.03,20.5
9.95,22.5
1.55,2.7
4.8,0.74
0.86,17.4
9.53,24.89
0.74,10.1
6.83,10.93
7.62,27.57
2.56,20.05
0.3,6.3
2.01,17.15
4.66,11.57
0.62,3.71
7.55,20.12
4.6,14.43
8.46,24.26
7.85,30.66
4.31,20.21
6.9,17.21
7.29,14.35
9.29,23.34
3.96,18.88
7.15,22.42
7.82,27.53
0.35,2.71
2.8,12.22
5.96,22.65
0.85,12.53
3.5,17.04
3.59,12.9
2.17,15.77
3.73,20.85
5.34,19.1
4.33,13.0
2.38,-0.29
0.64,3.54
2.29,15.26
7.65,30.28
1.03,8.89
1.45,10.87
6.55,18.69
4.37,15.88
0.13,-2.92
4.92,19.49
7.2,17.4
0.14,0.76
9.65,26.06
1.31,4.86
3.91,9.63
7.69,21.19
9.32,34.08
8.65,29.48
9.39,33.65
0.75,-0.28
1.96,16.44
9.7,26.12
4.7,15.92
6.91,13.46
7.75,17.85
0.44,7.38
0.92,5.0
7.13,27.28
2.08,5.89
5.47,17.84
7.04,29.96
0.43,13.92
2.95,12.24
0.29,11.06
2.35,11.35
7.14,29.6
6.04,23.15
5.82,13.34
0.54,-0.05
9.27,18.16
8.53,21.53
9.7,33.13
5.54,16.44
8.48,20.72
5.34,25.97
9.52,34.61
9.3,15.41
7.51,24.3
7.95,22.34
7.11,13.13
9.07,21.17
8.11,28.82
4.44,20.41
4.98,12.56
6.24,15.66
3.35,17.19
9.85,23.41
4.83,8.29
3.18,20.63
1.08,1.94
4.17,11.77
6.02,18.59
6.02,26.48
4.13,1.23
7.93,19.93
0.3,0.97
9.59,29.17
3.29,16.43
2.57,0.99
1.56,6.58
4.7,7.23
1.76,14.21
4.08,15.67
6.69,21.65
9.74,34.91
0.64,2.61
6.2,14.01
1.5,2.39
1.05,-3.22
1.01,9.06
1.6,4.09
9.05,22.91
0.35,11.88
4.65,21.51
3.38,13.4
4.61,21.26
0.14,-2.25
0.52,3.8
5.28,14.86
0.69,6.5
7.17,14.26
7.12,24.48
6.27,28.83
6.2,13.24
0.98,11.13
9.33,20.0
9.63,29.46
2.98,21.56
4.47,19.36
3.8,20.31
5.95,20.5
8.07,19.95
3.44,21.48
2.74,4.56
1.95,10.6
9.93,27.07
2.23,2.5
9.59,17.9
6.95,15.97
5.63,14.11
5.97,14.98
2.94,5.29
3.98,19.42
4.39,18.19
9.19,32.09
6.21,20.48
1.56,5.42
6.11,11.62
8.79,21.07
5.6,10.52
6.07,16.41
6.61,27.37
6.53,23.26
4.5,16.29
2.76,14.32
3.46,17.91
1.41,4.18
0.13,7.34
0.18,5.4
2.46,13.8
0.7,4.35
5.13,17.89
7.53,26.36
5.86,16.57
1.83,1.18
0.34,1.57
1.48,11.55
7.09,13.94
5.27,15.75
7.49,16.05
3.12,8.37
7.28,27.96
7.43,18.6
8.35,16.8
5.96,19.63
8.39,23.69
3.02,8.71
4.89,21.18
3.19,9.11
4.7,11.05
2.25,4.07
2.02,10.05
3.27,7.78
6.66,12.77
6.22,22.66
2.15,13.98
0.68,3.99
0.14,5.38
7.39,16.06
6.06,26.33
7.12,26.79
9.07,21.04
1.27,10.86
2.7,5.11
4.51,15.76
0.54,3.6
8.63,17.8
9.15,24.47
1.81,5.08
2.11,14.04
0.73,-0.59
9.01,30.78
2.68,14.68
6.37,19.72
5.8,14.66
9.04,27.83
5.15,9.02
4.88,13.66
3.65,2.18
5.26,19.5
9.41,22.42
3.16,3.69
3.86,18.81
3.07,11.28
6.08,20.19
7.83,26.86
9.16,26.02
7.09,30.29
6.32,10.33
8.28,19.56
0.64,11.25
1.08,5.71
1.85,5.96
1.07,3.62
0.41,6.26
7.06,12.77
6.23,16.82
4.07,15.4
1.92,11.48
7.98,23.46
2.41,5.29
9.96,31.88
6.26,24.31
1.91,18.73
4.57,8.31
4.65,22.05
3.64,8.13
1.96,11.96
4.76,19.34
8.64,20.28
8.65,20.07
5.31,16.49
3.6,7.42
9.06,23.75
0.25,-6.1
8.64,41.04
7.13,20.49
4.46,8.54
0.42,10.25
5.04,17.83
5.36,8.6
0.92,14.59
8.6,27.8
0.8,10.65
2.03,12.14
8.93,20.84
7.13,24.03
5.57,22.64
4.04,15.55
3.47,12.65
3.13,3.28
4.22,17.88
4.34,15.51
2.79,6.17
9.91,32.66
1.97,13.45
1.68,12.69
1.33,7.05
6.64,19.82
9.54,23.77
1.65,8.4
3.08,6.84
2.33,15.26
4.37,16.12
5.21,17.27
9.22,30.99
2.48,6.37
6.14,16.27
3.79,14.54
2.24,7.75
6.4,23.12
2.98,8.19
9.99,24.1
7.43,20.39
0.05,1.62
5.49,21.85
4.02,16.32
7.44,30.89
2.69,18.54
3.19,14.52
1.8,3.17
2.39,5.45
2.95,19.18
6.72,16.69
7.97,12.22
9.81,31.42
5.47,23.45
8.18,24.11
9.95,32.75
9.78,32.28
5.91,14.99
5.98,19.42
7.71,25.02
6.22,12.98
0.7,3.84
1.35,6.33
5.82,15.0
2.93,13.1
2.57,10.94
6.86,24.4
0.79,10.79
8.48,26.36
9.27,29.67
8.93,23.3
4.55,24.86
4.72,15.42
9.26,26.83
4.42,18.45
5.94,23.47
4.09,14.88
6.96,26.53
9.02,27.66
5.48,13.22
4.67,10.76
2.18,13.85
7.95,15.7
4.62,13.98
0.9,3.99
6.39,23.11
5.33,18.84
0.41,2.0
3.06,9.08
5.51,16.32
7.03,34.05
1.44,8.29
9.04,32.74
6.15,18.51
6.5,26.41
2.88,10.77
0.89,5.73
9.49,25.31
1.38,5.14
4.48,17.01
2.56,8.78
0.31,-6.27
3.42,2.2
8.86,33.11
9.79,26.01
7.95,20.02
2.32,5.93
6.72,25.04
3.78,12.21
1.48,5.57
3.32,1.5
8.02,22.95
9.85,34.45
5.58,13.25
2.39,13.81
2.51,7.61
7.03,14.93
9.83,22.97
4.19,18.65
5.68,12.74
9.62,26.8
8.1,21.19
4.62,16.86
9.02,27.29
9.49,36.37
9.1,23.61
0.15,6.75
3.9,10.65
2.93,22.25
8.37,14.33
0.07,-3.87
4.74,18.16
0.96,2.27
5.95,14.66
3.32,15.85
9.5,30.98
8.68,26.19
6.19,28.89
8.29,23.85
2.74,21.01
3.74,9.86
10.0,32.26
10.0,24.34
2.22,12.91
9.6,26.18
7.57,25.07
1.8,2.71
2.15,5.38
6.76,23.16
8.08,16.73
2.25,7.04
2.2,3.05
8.42,16.86
0.56,8.46
8.71,26.44
7.39,29.61
2.16,17.66
0.66,8.67
3.11,3.66
0.52,5.62
8.6,20.57
1.57,18.16
8.87,33.52
1.85,11.57
8.87,22.78
2.71,21.49
7.84,29.18
6.45,23.4
1.8,6.84
8.64,29.19
3.95,15.54
7.75,32.45
4.88,21.94
6.73,18.59
5.35,16.19
0.45,6.68
2.35,10.67
8.32,22.37
6.74,27.94
8.98,30.06
8.71,30.53
2.14,7.27
7.83,24.62
9.76,23.07
0.75,15.68
7.44,27.14
1.91,14.77
1.5,2.02
8.97,19.7
5.19,17.33
9.17,22.9
6.14,24.13
2.42,21.33
0.76,7.87
9.74,36.1
8.18,24.37
0.75,-1.8
1.14,1.58
0.15,19.28
5.19,9.35
8.01,26.04
2.69,13.09
2.3,6.88
1.31,17.56
9.34,22.02
4.56,4.56
2.09,7.56
3.54,4.82
9.42,23.13
2.77,14.8
7.35,23.37
9.12,32.92
5.27,23.64
9.97,34.51
6.33,19.42
2.21,10.6
2.02,13.98
1.67,-2.13
6.52,21.2
4.41,21.37
5.85,19.18
6.26,19.49
2.15,6.41
3.92,15.42
4.19,11.38
5.12,16.26
7.18,26.81
4.26,15.11
3.96,9.18
3.05,7.37
3.04,10.06
0.2,0.1
2.48,13.58
8.99,30.26
1.14,9.04
4.43,7.03
4.92,18.77
4.05,13.22
0.37,2.92
4.14,17.18
3.97,19.14
1.59,12.67
3.15,18.13
3.2,12.83
8.8,20.17
3.94,8.19
9.32,33.69
6.55,20.42
4.49,18.51
1.37,11.52
5.22,18.36
6.53,20.8
5.97,22.4
0.06,7.38
5.32,7.54
4.35,12.51
1.67,13.93
1.52,3.38
1.46,11.38
8.33,30.78
1.29,11.29
6.76,19.56
0.38,3.82
5.92,17.4
7.78,26.27
8.92,26.59
8.79,28.5
8.89,17.5
9.26,22.57
3.59,12.73
4.39,10.35
0.6,1.83
9.31,28.67
6.03,15.51
4.71,18.59
3.12,5.2
8.03,27.01
6.26,19.02
2.08,12.67
7.4,26.33
4.48,25.91
9.41,29.83
5.64,21.41
1.76,10.69
0.03,24.39
9.48,26.0
3.33,15.21
4.98,13.82
5.8,12.47
9.06,22.97
6.75,25.47
2.85,11.94
6.05,20.65
4.31,18.7
2.22,7.9
4.73,19.73
0.06,10.29
7.61,20.71
2.59,12.35
0.28,2.21
1.58,13.0
8.84,24.13
8.57,26.04
1.87,10.9
2.9,12.2
4.08,11.82
5.55,22.55
1.67,10.35
1.22,6.65
4.55,13.76
1.8,5.76
3.84,18.44
0.87,15.55
7.11,24.15
4.12,10.4
8.21,30.19
3.65,14.74
9.26,33.27
9.0,22.93
2.83,13.55
3.86,11.73
4.93,18.22
4.29,18.57
5.83,15.97
7.74,39.09
1.06,8.4
3.68,20.77
5.03,14.28
3.37,8.05
7.91,21.71
5.14,12.46
8.53,30.12
1.61,10.67
1.52,8.54
5.59,23.59
5.1,21.96
8.5,24.66
7.49,14.33
8.74,18.3
9.33,28.53
3.23,2.31
3.35,12.14
0.44,14.18
7.53,26.68
0.59,4.34
4.9,20.33
8.01,25.85
1.83,8.5
9.23,30.68
1.09,14.42
1.39,2.48
6.45,21.79
8.27,18.81
4.48,12.2
6.88,22.77
9.0,20.65
2.11,9.79
7.98,22.02
3.93,15.73
5.73,25.93
4.09,17.07
1.25,8.07
0.71,7.91
1.48,16.85
4.57,19.93
4.51,16.67
6.68,21.98
4.68,13.85
3.22,12.47
7.78,22.36
0.45,2.72
1.6,3.48
3.66,11.84
5.89,28.04
5.34,19.93
7.08,14.87
4.11,20.81
3.75,14.14
5.65,18.34
6.19,13.78
0.91,5.02
2.28,12.12
6.42,23.85
0.55,2.0
4.46,9.92
1.18,5.02
4.93,8.87
2.08,4.1
3.69,12.03
6.5,30.51
0.81,11.15
3.05,10.28
5.67,13.35
8.15,19.49
4.81,15.12
8.26,21.58
1.19,12.36
0.21,3.62
6.23,20.09
0.81,13.06
4.4,12.44
7.58,30.27
0.46,8.49
2.21,10.4
9.51,22.71
5.93,22.58
6.04,10.93
0.33,0.41
5.57,19.44
3.68,11.98
5.21,21.92
0.46,11.93
9.58,20.06
3.55,14.96
4.53,24.19
0.17,10.34
8.85,33.09
8.45,24.27
8.06,35.58
6.8,16.81
6.93,17.15
5.96,21.16
5.24,21.58
7.49,19.89
7.36,15.42
5.86,26.87
8.61,19.98
1.12,4.98
4.8,20.47
6.4,22.91
1.01,16.88
5.2,18.93
6.01,15.72
9.51,30.36
6.03,21.75
4.64,18.62
6.55,13.23
0.08,-5.34
3.79,20.18
2.44,10.9
9.05,30.93
9.39,25.43
8.36,29.94
2.09,6.88
2.97,19.03
3.43,10.23
5.93,25.38
8.2,25.01
8.52,25.27
1.2,6.95
9.86,26.64
5.84,15.04
2.96,10.88
8.7,26.15
4.73,11.52
3.99,0.69
0.4,2.31
6.79,16.73
1.13,1.95
6.29,12.29
2.15,-0.18
6.5,19.77
8.58,19.09
6.51,24.92
2.63,7.26
8.18,25.32
4.81,16.73
1.22,6.08
4.96,16.26
0.56,16.02
7.49,23.0
1.91,15.9
2.32,11.07
0.92,7.24
3.51,10.46
8.81,31.06
1.3,12.32
6.98,19.18
9.08,30.83
7.76,26.02
7.16,24.2
5.04,24.24
8.83,30.04
5.69,15.13
1.67,5.94
9.58,31.12
2.8,4.88
3.87,21.37
7.16,17.68
0.93,6.72
6.11,12.64
0.21,1.5
3.17,8.53
4.83,11.49
4.59,19.56
2.4,8.7
8.04,28.16
6.89,19.99
6.17,17.3
8.48,31.57
3.94,11.96
1.36,11.11
2.4,7.26
6.57,22.4
4.59,12.29
3.51,12.79
1.47,6.07
5.56,20.7
0.33,4.41
2.54,12.13
0.38,8.69
2.33,8.05
2.35,7.05
4.51,26.8
7.18,15.32
0.33,7.58
5.47,16.96
9.02,26.38
2.74,4.45
2.15,3.72
3.16,11.78
0.13,2.91
4.66,25.1
9.85,22.72
7.48,21.98
5.49,20.34
1.82,5.79
8.48,24.23
1.4,1.02
8.4,29.06
6.48,26.23
9.41,25.06
7.43,29.72
2.44,3.39
3.34,14.56
0.85,15.66
3.31,9.55
6.65,23.85
8.15,35.48
9.52,17.46
4.82,18.12
5.93,17.26
7.11,20.69
5.23,24.43
5.43,14.81
0.13,9.14
4.99,18.08
0.86,1.05
8.21,25.21
8.8,24.6
5.36,10.04
6.1,10.67
5.64,19.11
7.65,28.73
5.17,13.55
5.72,21.49
6.45,21.02
2.61,11.3
9.0,30.37
6.81,24.68
8.54,24.31
3.38,7.41
1.68,19.08
0.57,8.95
3.97,5.7
5.46,13.09
3.12,18.72
5.94,18.54
7.9,17.77
5.21,15.73
9.61,28.17
2.67,13.58
3.36,18.34
7.85,31.45
1.21,10.57
6.5,15.74
1.64,19.03
3.8,16.25
2.6,12.8
7.65,17.31
3.35,16.95
4.81,18.52
2.66,11.2
7.85,27.59
0.41,-5.88
0.82,6.94
3.72,16.11
0.7,1.39
8.65,19.33
7.3,21.35
0.56,6.14
9.21,31.05
2.57,15.06
4.64,14.8
0.03,3.82
8.96,20.1
4.68,17.67
3.41,1.16
5.3,12.54
7.25,31.49
4.66,13.28
1.16,3.6
3.82,10.69
4.73,10.27
0.3,14.37
8.78,24.21
5.41,21.15
2.37,5.17
6.6,23.68
7.37,24.11
0.78,7.62
6.56,23.56
8.33,20.06
9.91,33.45
3.37,9.54
1.86,-3.25
3.0,14.82
9.44,26.3
0.35,3.04
7.0,14.99
1.58,16.14
8.9,38.09
4.47,16.03
7.42,26.31
9.75,36.49
7.47,15.45
1.13,2.25
3.03,10.95
1.14,10.14
4.25,10.38
7.74,27.77
6.18,18.51
2.51,20.77
6.35,22.4
9.1,25.6
2.77,15.61
6.79,16.67
4.54,21.56
0.75,-0.52
2.0,9.92
8.22,26.96
2.31,7.35
6.8,24.56
2.44,20.41
8.5,29.57
7.08,21.41
7.41,15.43
3.86,18.23
6.8,17.24
2.31,0.79
5.59,20.25
2.88,10.92
0.44,7.98
5.43,18.58
2.55,21.85
7.73,28.92
0.3,-3.81
5.89,23.99
2.26,5.81
7.47,18.48
7.51,16.2
7.84,28.75
8.4,33.51
9.44,36.07
8.92,25.05
0.86,4.87
6.55,24.46
8.57,33.86
3.32,6.6
8.92,30.3
9.09,22.72
4.86,14.47
7.71,27.38
8.7,14.4
4.43,15.13
9.17,26.47
9.95,44.53
7.43,26.72
0.82,3.78
6.9,23.48
3.11,14.72
5.46,25.19
8.08,22.86
9.9,24.7
5.32,10.87
6.69,17.37
10.0,25.24
0.59,6.96
7.62,19.95
7.16,21.16
2.69,9.89
8.78,25.87
8.11,18.57
7.27,18.11
8.11,16.79
1.47,9.98
2.48,13.79
8.18,29.43
2.17,5.0
9.92,19.8
3.62,11.71
4.97,13.8
2.66,11.61
3.97,12.8
0.17,2.88
9.21,32.6
3.94,13.15
5.98,11.6
0.93,7.64
8.83,22.74
2.46,11.6
5.4,19.18
8.61,17.83
3.7,25.59
5.21,20.06
6.14,22.51
9.36,27.53
2.63,8.55
2.98,7.5
8.06,20.65
5.91,24.32
8.13,26.13
6.66,15.17
5.71,10.57
5.32,14.03
8.77,27.55
9.03,29.75
4.83,15.25
4.78,19.69
5.51,17.45
9.0,27.59
2.37,8.46
8.14,23.03
7.56,22.44
5.55,15.71
0.94,9.95
9.3,17.97
6.93,12.65
3.6,25.4
8.1,23.84
8.7,22.84
6.2,25.97
2.78,5.39
2.08,4.37
1.19,4.06
8.7,23.53
2.84,14.34
3.24,16.7
5.1,14.02
2.99,11.61
8.51,16.37
1.76,17.35
1.12,4.04
3.84,17.55
1.53,14.24
1.65,7.03
4.42,13.98
0.53,6.74
6.75,16.68
6.23,24.46
0.76,11.21
5.45,17.61
8.01,29.2
3.37,18.5
3.19,14.4
6.2,19.83
3.89,11.37
3.4,12.02
8.52,23.12
4.17,13.15
0.34,2.12
9.63,23.64
5.8,16.69
5.8,15.42
7.08,25.66
8.67,25.32
2.25,9.26
2.15,12.15
1.48,10.02
4.1,17.06
0.8,4.47
7.51,16.98
9.57,28.24
5.31,18.25
8.74,26.51
4.93,13.51
2.69,12.21
8.97,26.63
6.11,25.68
2.58,-0.9
8.48,33.0
0.98,16.77
4.08,7.55
2.71,9.46
2.05,4.48
0.62,4.67
0.65,2.68
7.78,22.79
2.01,5.45
0.14,8.51
4.09,9.83
6.17,16.43
0.51,5.9
6.39,18.39
7.21,25.56
9.4,26.8
6.39,20.9
0.79,12.79
9.18,22.65
2.85,10.93
4.15,19.4
5.78,22.99
7.1,20.86
3.69,2.06
0.07,-1.68
0.25,9.42
8.83,34.13
1.38,15.76
1.7,11.82
5.9,12.99
6.92,17.68
4.49,14.18
1.15,11.28
7.57,26.28
1.21,10.82
5.1,17.93
7.25,25.19
1.93,2.37
8.72,16.39
8.46,18.87
2.6,15.4
6.87,10.9
1.38,8.83
8.68,21.65
2.27,9.52
7.85,21.13
9.13,23.13
9.7,34.64
4.44,19.69
5.38,17.22
6.8,11.82
0.39,1.7
3.86,16.8
0.78,4.04
4.01,22.29
