X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,y
3.07,7.03,7.11,3.52,0.12,3.0,6.43,6.63,2.85,1.9,3.52,2.92,9.05,1.35,2.96,3.87,6.95,6.56,2.25,7.55,29.48
8.81,7.13,8.29,8.91,8.92,5.5,5.57,6.62,5.99,0.34,2.71,1.43,6.82,5.65,9.04,4.73,2.94,1.94,6.11,2.13,4.32
0.8,8.69,3.91,1.59,5.54,9.93,5.95,2.94,8.41,1.06,4.87,9.29,0.01,1.45,5.25,7.02,2.06,8.1,1.78,7.19,9.44
0.52,2.3,8.18,7.23,6.73,3.43,7.95,3.5,3.1,8.09,2.94,9.23,6.83,8.05,1.98,5.3,5.05,5.39,0.91,7.9,-46.08
1.76,3.87,2.66,3.01,9.68,2.7,2.81,5.21,4.58,2.91,2.28,9.85,6.54,5.94,4.56,4.46,9.56,2.57,2.61,4.38,10.63
0.36,9.58,0.36,5.54,6.41,2.9,6.77,4.49,3.07,7.06,2.68,4.14,1.11,3.61,7.1,8.53,6.77,5.13,2.38,5.84,-45.42
9.62,0.07,1.79,2.6,2.33,7.53,9.46,6.75,1.06,1.13,2.98,2.14,4.94,1.12,5.66,0.35,9.94,6.64,2.03,6.97,-56.56
7.51,6.88,2.28,2.17,0.64,4.79,0.13,8.09,2.57,8.82,7.99,1.47,8.04,3.67,1.34,6.07,1.7,9.65,4.49,7.56,-42.96
3.98,3.72,9.19,4.19,1.9,4.35,2.77,7.42,0.99,3.63,6.18,7.24,2.12,5.79,4.58,2.99,5.64,8.56,5.37,1.21,28.46
2.22,4.68,2.73,3.99,5.72,0.12,8.81,1.63,8.01,4.49,0.91,6.98,5.64,2.92,9.14,8.34,8.63,2.85,4.36,1.4,27.54
3.3,7.03,3.78,0.45,9.96,8.78,8.08,3.45,1.07,5.73,9.2,1.6,7.74,6.63,2.48,6.12,9.59,6.1,2.67,2.13,-57.79
9.67,3.88,8.99,1.46,4.8,4.61,8.47,8.55,7.21,8.73,0.26,3.99,9.8,7.93,1.07,4.85,3.38,6.64,2.99,3.61,-20.13
6.37,2.2,5.25,6.82,0.57,7.98,4.41,1.67,5.89,9.34,3.22,2.27,3.93,0.78,4.8,6.44,3.12,9.76,9.36,8.92,-55.49
7.44,9.9,9.23,2.68,7.5,1.18,5.25,0.1,4.15,7.13,2.08,7.37,3.81,4.41,6.61,6.81,3.91,4.11,0.82,5.71,20.16
0.18,7.69,8.83,3.87,0.82,3.35,3.94,3.29,4.67,5.39,0.78,6.84,4.04,4.38,0.17,2.54,1.44,8.45,6.85,2.97,38.07
3.97,5.15,3.36,8.45,0.12,3.96,1.49,6.02,6.93,9.2,2.21,6.58,5.51,1.04,3.68,4.06,2.57,8.86,1.81,6.26,-21.87
6.21,6.87,9.66,6.31,1.12,4.67,1.15,6.22,7.6,3.39,6.77,3.94,2.1,5.57,6.54,3.45,4.6,7.22,1.37,2.21,23.83
1.28,3.29,9.74,7.55,1.75,4.72,3.1,9.55,1.72,4.29,7.52,5.64,9.0,1.21,8.96,3.22,3.53,1.29,0.83,5.69,20.13
9.58,6.15,5.09,3.65,2.88,4.27,4.32,3.21,9.94,8.82,8.22,9.37,2.66,9.61,4.35,9.92,0.5,2.79,4.71,0.98,3.04
1.22,9.65,6.31,8.99,6.32,3.24,9.54,4.28,2.69,8.26,1.13,0.89,6.67,0.07,6.47,2.63,0.4,9.3,9.36,9.34,-48.65
8.71,2.63,4.2,3.1,4.1,4.58,2.57,0.36,0.1,0.84,5.7,0.61,4.99,7.53,3.27,0.35,2.8,6.69,1.29,8.0,-64.08
1.31,9.7,2.54,6.25,9.49,0.3,7.12,3.96,7.05,4.61,7.43,8.12,6.07,0.64,0.72,4.65,2.3,8.2,3.75,2.04,3.05
8.89,2.6,1.19,1.14,4.39,4.71,7.96,0.83,9.39,2.8,9.64,2.2,5.44,3.61,2.9,8.24,3.04,2.19,2.82,2.72,-32.56
4.42,2.56,6.69,3.7,7.62,4.37,6.48,6.35,1.24,2.13,9.64,8.0,7.01,7.07,0.23,4.68,3.84,9.45,1.66,1.76,-18.13
3.09,6.61,0.14,8.19,1.86,5.78,3.28,1.01,4.91,3.88,3.19,0.4,5.35,3.19,1.58,3.32,4.75,2.86,2.68,2.21,-45.33
9.16,0.73,5.08,8.8,1.18,1.55,0.28,1.67,5.52,6.67,1.33,8.36,4.28,2.62,2.31,0.03,7.6,6.33,5.82,0.43,9.66
7.06,6.98,6.79,4.07,4.5,8.3,9.2,4.32,3.71,2.25,4.87,7.06,3.73,2.89,3.15,4.95,7.78,3.19,2.42,2.47,18.85
4.84,8.88,8.17,9.0,2.41,5.38,8.6,4.34,4.68,9.29,3.33,8.42,9.42,5.97,7.62,1.51,5.28,1.28,6.67,6.05,10.15
5.18,3.23,9.38,3.72,1.1,3.53,9.34,8.94,0.47,0.2,1.5,9.58,5.53,1.71,8.16,1.01,9.21,4.25,1.75,0.15,73.96
6.05,8.27,1.73,1.26,7.74,6.05,1.37,3.84,8.88,8.06,7.44,8.52,4.02,9.63,3.09,8.43,1.82,0.95,5.33,3.1,-11.83
9.57,8.7,1.44,7.73,5.14,8.87,5.54,1.15,7.94,4.74,0.3,8.9,1.67,5.82,1.74,7.54,2.39,3.17,7.81,6.18,-27.42
9.89,4.54,4.77,9.49,0.6,3.29,5.23,3.32,0.8,9.86,3.56,8.17,6.54,3.89,2.44,9.07,9.41,5.37,3.49,5.37,-25.88
6.32,4.13,0.92,0.05,7.97,4.24,9.0,7.36,5.57,3.86,0.88,4.55,3.21,0.94,4.93,6.52,4.59,3.97,5.8,2.18,-12.2
2.42,0.83,8.9,6.09,3.77,0.33,6.98,1.63,9.21,6.45,3.9,9.26,6.97,5.74,3.6,4.67,9.7,9.88,6.51,5.82,19.91
5.41,4.79,2.88,1.63,6.32,5.08,1.98,1.0,3.69,7.57,7.63,6.29,1.32,6.41,0.98,4.89,7.72,2.41,8.63,7.49,-35.65
4.94,5.69,8.85,1.68,2.6,3.89,7.12,8.7,4.86,2.51,3.74,2.16,2.06,8.79,4.24,4.16,7.54,1.24,7.08,2.95,18.42
2.85,2.1,6.66,5.78,5.57,0.32,6.86,9.35,6.25,7.19,5.26,0.71,3.56,8.99,4.48,8.3,4.73,5.59,3.19,8.76,-70.68
5.2,9.18,7.53,8.09,7.99,7.06,0.97,7.1,1.71,8.41,5.0,7.99,2.23,6.47,3.73,5.03,4.39,9.3,1.19,6.76,-43.08
6.52,6.54,7.74,5.99,3.08,0.53,6.6,6.36,8.41,0.99,7.12,5.66,8.52,9.6,2.46,4.88,4.35,3.34,4.77,8.07,18.37
1.67,6.1,5.54,1.48,6.45,5.06,4.73,1.5,8.55,0.2,5.14,2.32,8.12,3.8,1.24,4.39,4.58,5.42,2.5,4.97,9.61
7.34,3.3,2.24,1.5,7.16,7.35,9.48,3.68,6.63,1.89,2.08,8.91,5.51,5.17,3.26,7.92,9.76,7.42,7.37,0.62,-0.94
5.45,3.11,0.65,1.36,8.27,3.87,4.47,5.97,7.04,9.21,5.04,9.95,6.54,5.55,1.3,6.82,9.35,5.42,4.1,7.32,-41.53
6.49,3.48,9.29,8.44,4.23,3.48,1.38,2.8,2.6,7.89,2.12,8.88,7.32,7.03,3.95,3.62,2.72,8.59,7.71,3.25,-1.62
4.35,3.19,7.31,3.63,0.98,2.65,0.96,3.91,0.7,0.42,7.26,9.4,6.7,7.45,6.72,7.69,5.78,6.94,5.29,1.99,56.8
3.84,3.69,6.1,0.99,3.15,0.24,5.17,7.67,3.1,1.92,3.79,5.97,4.17,4.78,0.99,6.05,9.99,9.55,1.97,0.67,33.85
8.54,1.34,4.72,3.34,2.38,3.36,6.81,7.96,9.46,1.53,4.63,0.75,2.39,7.58,1.28,7.55,7.62,1.15,3.42,7.22,-38.41
1.44,2.59,5.74,2.76,2.27,8.59,9.56,4.33,3.59,4.69,6.62,6.58,2.53,1.47,3.75,5.5,4.09,9.32,9.6,5.69,-16.91
8.5,3.97,3.8,9.42,9.54,8.17,1.09,1.73,0.73,8.04,5.08,7.09,9.29,9.29,2.94,8.71,5.62,3.49,5.23,7.47,-79.39
9.48,6.68,7.02,7.57,5.63,9.1,8.48,5.8,6.48,3.06,3.61,1.11,4.24,0.28,5.13,8.85,0.5,9.72,4.33,3.05,-32.06
1.88,0.99,2.74,9.81,5.79,4.91,9.53,9.61,8.52,9.76,9.07,0.18,5.78,4.05,5.32,1.46,1.02,4.09,1.04,8.43,-126.16
0.88,2.1,9.59,4.64,9.29,6.08,6.67,5.68,2.75,2.78,3.09,2.35,2.24,4.94,0.74,7.03,6.92,9.15,4.91,0.66,-23.48
8.76,2.78,5.73,7.19,6.5,4.0,1.94,1.56,0.09,6.68,3.16,9.56,6.31,9.38,1.71,1.26,9.15,8.54,4.16,8.12,-52.37
4.09,2.82,6.31,5.5,4.8,7.42,8.97,0.41,8.68,5.32,6.48,1.36,0.33,7.76,8.07,3.78,6.62,6.0,3.69,7.05,-68.66
9.6,1.98,7.61,4.88,1.65,1.46,4.76,2.66,7.7,6.29,5.58,8.06,8.78,5.92,2.8,4.52,9.15,1.17,6.22,1.83,35.73
0.12,4.48,4.93,7.23,4.61,3.45,8.42,6.4,0.31,9.86,7.08,6.0,8.21,1.5,9.65,3.11,0.45,6.09,0.4,9.84,-62.42
3.62,0.97,6.47,7.49,8.73,0.28,8.43,9.89,5.87,6.33,2.86,1.1,3.34,1.24,8.65,8.92,0.4,4.94,6.45,2.22,-37.3
7.4,4.2,0.92,8.8,6.95,3.38,2.97,2.15,2.85,6.29,8.29,3.96,0.57,7.19,4.53,7.17,1.88,7.39,9.63,4.9,-83.32
7.22,1.74,6.77,3.92,0.6,6.93,0.25,9.54,2.93,8.91,8.32,0.47,9.38,3.61,8.15,1.8,0.01,0.27,5.51,6.65,-28.21
1.59,4.06,6.47,5.96,9.42,4.85,6.77,4.36,3.75,3.13,2.68,2.41,9.1,5.13,7.98,3.71,1.14,5.05,4.12,5.42,-33.4
3.76,8.22,5.96,7.15,3.07,6.87,7.88,6.78,2.42,1.54,5.12,9.66,9.05,1.66,0.35,5.29,6.78,5.85,4.33,7.83,21.1
5.96,6.0,9.98,3.57,5.58,0.0,0.76,6.78,6.73,9.08,5.43,4.93,2.87,9.46,5.03,0.96,1.65,5.42,9.24,7.69,-4.38
5.24,0.01,2.05,6.82,8.8,0.45,6.19,4.82,7.57,9.19,6.7,1.3,8.48,4.19,4.49,4.09,1.58,3.56,4.65,5.78,-85.64
0.56,3.15,7.68,8.69,6.64,3.23,7.11,3.74,7.06,3.21,1.9,5.38,1.96,3.49,4.46,6.34,2.67,0.19,3.29,6.59,-16.44
3.78,3.92,3.73,2.69,4.12,5.33,7.13,2.01,9.11,6.44,5.36,7.91,7.01,1.26,7.9,8.21,0.07,3.2,3.98,5.54,-0.35
8.14,0.39,9.43,6.53,1.75,5.01,0.48,2.28,9.89,7.67,5.62,5.19,9.41,5.91,3.02,0.32,4.09,3.64,1.77,7.98,-16.16
6.69,9.07,9.07,1.5,0.8,1.54,5.48,4.47,9.77,6.67,9.43,2.34,2.27,9.69,2.3,2.6,4.9,6.16,2.67,7.06,-1.15
8.95,0.58,2.31,3.64,5.1,7.11,9.42,8.13,9.78,5.34,8.24,7.01,3.46,7.67,3.38,0.32,2.43,7.58,3.29,2.55,-65.79
0.96,9.26,9.37,3.17,8.73,3.36,9.03,6.98,7.9,3.82,3.67,3.53,7.09,8.53,8.48,0.05,9.4,9.41,1.52,2.29,13.23
9.61,0.32,5.86,4.16,8.85,8.88,0.52,6.51,8.27,3.67,0.29,1.22,7.0,2.69,7.31,6.05,3.27,0.26,5.38,2.09,-13.88
1.21,4.53,2.15,7.52,6.24,9.86,2.54,7.74,3.15,0.38,2.19,8.11,1.99,9.7,6.19,3.12,5.09,1.95,0.59,1.9,-34.75
4.68,5.72,7.6,4.1,0.35,3.85,4.03,8.3,6.41,9.14,7.19,5.04,5.74,4.04,7.48,8.27,7.46,9.73,9.39,4.9,18.02
6.53,0.32,5.98,4.31,0.7,0.41,3.98,0.88,8.24,1.16,5.06,0.97,5.8,3.48,9.68,7.36,3.51,0.93,5.16,1.75,28.04
1.98,4.87,1.35,6.45,1.54,3.97,4.76,2.61,4.25,4.04,6.94,3.67,1.53,5.26,1.2,5.97,5.28,2.26,3.13,3.36,-33.18
9.45,1.32,9.62,1.02,2.98,3.28,8.77,2.66,6.04,8.9,3.1,4.34,5.08,8.64,0.45,0.71,7.36,9.91,9.57,8.01,-37.53
8.67,6.11,1.12,9.4,5.37,1.97,1.34,1.44,9.94,0.46,8.3,7.22,6.14,9.77,0.61,7.09,1.93,0.75,0.92,2.64,-9.81
1.17,9.99,7.73,7.81,5.44,8.34,1.11,0.92,8.61,2.74,2.48,1.51,9.64,7.82,7.3,1.64,8.04,2.6,5.56,4.72,18.95
2.26,6.68,9.17,7.84,1.33,8.8,9.56,5.44,4.86,8.17,3.07,7.42,6.32,0.39,4.34,7.87,1.94,5.87,3.55,3.82,0.59
1.7,1.09,2.13,3.32,2.85,3.97,9.7,5.06,4.72,5.43,3.75,0.71,2.43,1.37,9.56,3.63,9.39,4.85,2.95,1.56,-36.05
0.98,6.5,4.3,9.8,9.62,8.88,7.79,9.43,1.61,8.91,5.76,3.64,4.89,0.48,8.07,2.95,4.43,9.97,9.61,8.96,-88.04
6.02,8.71,9.92,1.71,9.75,9.96,5.0,1.12,9.49,3.53,9.82,8.79,3.19,8.8,0.35,0.96,2.5,9.6,7.22,1.16,8.33
2.63,2.08,0.66,9.67,6.15,4.01,6.55,3.73,3.68,9.35,5.99,6.51,6.93,4.09,5.5,6.67,7.15,0.57,2.12,8.38,-76.65
6.02,6.62,5.63,8.55,5.15,1.44,2.28,9.03,6.48,3.29,2.05,7.01,2.64,1.81,1.97,8.19,7.94,8.32,6.29,9.67,9.53
9.09,9.24,2.94,5.05,6.1,5.88,6.48,9.53,1.71,5.37,7.74,4.74,3.82,8.79,8.25,1.63,1.58,1.23,3.24,2.49,-44.2
1.89,1.67,5.73,1.87,7.83,9.26,3.21,0.96,5.54,6.78,0.6,2.06,2.1,8.92,1.21,2.22,4.22,4.14,7.89,6.64,-73.09
4.07,7.43,3.17,0.95,5.15,2.75,5.26,5.66,6.23,9.13,3.67,1.79,8.25,6.75,2.43,6.96,4.23,5.23,6.11,2.45,-21.51
2.14,6.88,4.65,7.75,2.73,0.01,4.76,7.86,1.92,9.81,2.74,6.41,5.07,8.98,9.03,8.58,6.44,2.81,2.97,7.22,-21.26
1.08,8.24,9.61,9.28,7.15,4.19,5.16,6.69,2.06,7.59,3.32,5.95,1.16,3.46,9.71,9.0,8.68,7.38,4.41,9.39,-9.23
1.7,2.75,4.08,7.43,1.92,5.32,2.18,0.52,6.19,1.2,6.15,5.8,9.52,4.8,7.27,5.01,9.86,0.99,0.29,1.57,26.61
5.47,9.01,4.14,3.81,3.51,4.51,5.74,6.48,3.54,4.82,5.7,0.77,7.88,2.22,3.01,7.73,9.45,0.99,7.34,2.0,24.83
5.54,9.63,9.55,0.32,5.77,6.16,2.25,5.01,8.73,0.93,9.39,0.5,9.25,1.86,3.14,0.37,8.9,1.06,8.61,6.59,63.23
1.63,1.64,3.13,8.34,5.88,4.55,9.07,8.78,6.78,1.54,2.23,0.94,2.57,2.42,0.51,2.75,5.04,4.98,6.19,0.62,-46.25
7.91,6.07,6.9,5.88,7.94,5.97,0.97,6.7,1.41,6.45,7.54,8.44,9.82,0.43,1.75,5.9,3.86,4.9,6.88,8.95,-4.33
6.32,9.26,6.51,0.66,9.88,5.25,1.55,5.46,4.17,3.6,8.46,1.84,9.56,2.47,9.11,7.88,9.57,1.84,5.24,0.94,42.28
7.31,0.27,2.72,4.94,7.35,6.52,1.55,8.92,7.78,0.16,8.28,6.29,7.97,4.83,5.04,4.59,2.35,9.84,8.61,0.19,-9.0
2.84,1.08,6.75,0.24,6.24,9.07,2.02,3.86,2.23,0.4,3.74,5.41,3.56,2.6,7.65,6.12,8.07,3.25,5.55,5.9,20.25
9.0,7.3,1.63,2.21,8.71,5.42,9.9,6.79,6.31,1.25,4.93,6.86,1.63,5.23,6.47,5.79,9.69,8.19,9.2,6.19,-17.37
9.79,5.87,0.01,2.14,9.21,4.72,5.66,5.05,3.48,4.03,4.08,5.96,1.12,1.41,8.88,9.96,2.04,0.78,1.82,3.01,-27.48
0.12,5.81,3.47,6.28,2.61,7.8,0.49,4.92,4.48,0.46,5.2,5.6,3.9,4.3,6.32,9.87,1.63,6.83,8.63,8.95,0.85
9.11,3.22,3.38,2.9,3.25,9.0,0.73,3.91,7.78,3.13,6.91,4.33,4.08,9.24,1.17,2.29,6.37,2.83,0.97,2.82,-32.94
4.75,3.56,9.12,1.53,0.26,8.19,0.72,6.05,5.07,1.4,8.6,4.65,1.62,4.01,7.23,9.63,0.53,5.64,9.62,6.38,36.03
7.58,1.38,5.6,0.48,4.66,9.47,1.17,4.89,4.62,4.97,3.97,7.43,7.57,3.75,2.7,1.09,1.02,2.46,7.06,8.53,-11.74
9.41,1.87,9.45,0.69,5.69,1.03,6.04,0.81,2.23,5.49,4.06,3.4,0.41,8.91,3.15,4.02,6.77,5.18,3.59,4.47,-31.12
9.13,2.92,2.64,6.18,3.99,8.47,5.8,0.82,8.59,0.46,5.72,5.69,6.81,1.37,5.99,1.54,9.55,3.62,8.71,4.91,3.33
1.99,0.77,4.05,1.37,2.09,0.41,5.04,3.72,2.16,2.27,4.15,7.68,7.65,0.32,3.66,7.96,3.73,6.61,6.84,1.98,40.06
9.3,2.77,1.72,8.44,1.49,7.26,7.35,1.52,7.11,2.43,5.09,0.85,6.3,5.51,3.15,6.99,2.15,9.62,2.0,0.51,-66.91
4.52,0.61,7.0,7.32,2.29,7.8,5.53,3.91,8.17,8.39,7.45,4.22,4.28,4.17,3.48,1.52,1.27,3.82,3.22,7.37,-58.04
3.79,1.71,6.57,7.26,4.61,9.87,2.21,8.31,2.65,8.16,5.88,8.08,3.15,4.04,6.21,7.68,9.73,7.09,4.01,5.95,-29.58
0.0,2.34,3.03,4.51,3.88,1.67,9.87,4.44,9.21,5.67,2.79,8.96,2.5,0.22,1.58,4.22,5.25,5.11,9.14,9.87,-9.21
5.94,8.99,0.71,4.18,6.75,5.86,2.15,3.46,9.11,7.35,1.83,5.14,3.72,3.93,5.4,8.11,3.85,8.91,7.95,0.91,-9.74
1.63,1.22,7.75,5.83,5.94,6.43,5.07,7.43,8.63,3.35,2.07,6.76,5.28,5.9,0.77,8.85,0.45,2.8,2.76,3.17,-13.53
0.53,3.4,5.64,4.49,0.92,1.72,0.5,8.44,4.43,0.07,8.46,1.72,4.07,4.19,7.24,2.4,7.82,8.48,1.77,5.51,9.61
5.33,5.01,9.1,9.47,0.98,1.44,3.07,2.82,7.83,8.11,2.6,5.53,9.11,4.73,9.32,9.07,2.0,4.04,3.28,1.63,28.72
9.6,3.83,6.42,2.3,2.82,8.75,4.69,6.97,6.13,8.7,0.06,7.46,8.69,6.37,9.04,0.13,3.27,0.88,0.47,9.88,-20.22
4.72,7.55,1.38,0.52,1.06,2.97,3.47,3.62,1.72,5.0,1.86,7.05,4.1,0.98,7.25,3.17,7.34,4.09,4.13,3.63,33.9
5.3,3.74,8.84,5.82,4.54,7.95,1.47,2.92,9.69,5.2,6.86,4.55,5.66,4.86,4.29,8.79,2.09,1.86,7.94,4.99,6.34
1.95,8.76,7.7,1.99,3.65,9.0,9.39,1.82,8.61,0.12,5.04,5.96,5.6,4.42,2.81,3.62,5.35,3.61,3.9,6.03,27.91
4.57,7.69,7.81,9.94,5.97,0.7,7.26,5.86,8.47,7.0,3.22,8.09,5.5,6.63,9.71,1.64,0.74,1.76,2.9,5.06,-0.72
9.82,3.98,9.95,1.8,0.91,2.98,5.4,5.92,1.04,5.42,4.02,3.54,2.05,4.14,0.65,9.69,1.63,4.01,2.41,4.0,0.39
5.95,8.73,4.07,8.69,1.49,3.01,8.06,8.51,7.68,0.95,0.46,8.9,2.95,7.42,6.27,3.32,1.77,1.28,6.15,7.26,21.06
9.6,0.56,9.48,7.95,3.06,8.24,8.9,5.4,7.75,9.33,4.79,9.5,7.52,9.5,8.57,1.12,1.73,6.52,1.18,8.97,-58.15
4.12,3.43,8.45,7.54,1.2,3.3,4.47,0.64,9.71,5.49,7.08,4.16,8.37,9.88,8.0,9.23,7.23,0.74,5.85,1.16,24.16
9.3,7.43,2.35,9.39,9.8,1.9,7.01,7.14,2.21,8.0,2.41,6.01,1.66,5.16,1.03,1.66,1.5,7.45,7.96,7.53,-82.17
7.71,5.52,9.09,2.98,5.96,0.01,9.01,0.18,8.17,2.83,8.69,3.18,5.98,3.85,1.5,1.67,5.44,1.53,8.73,9.01,14.15
9.18,2.45,6.17,1.9,1.66,0.19,3.01,0.08,5.86,2.24,6.28,4.91,9.21,1.09,5.05,8.25,2.83,6.67,5.72,3.68,46.0
5.18,9.94,1.06,9.98,7.75,0.62,4.08,3.32,5.45,3.61,8.1,3.95,1.41,8.82,8.56,5.53,3.5,3.72,5.06,1.74,-34.85
4.84,8.54,0.44,2.61,4.85,9.32,9.55,0.82,8.89,2.89,3.58,1.35,1.81,9.93,1.13,5.92,9.09,7.85,8.61,6.45,-62.25
7.07,2.91,3.42,6.71,0.33,1.38,9.89,3.85,4.25,3.83,4.29,1.9,2.17,0.82,7.2,1.67,6.05,1.66,2.96,9.94,-38.91
8.25,0.36,5.11,3.96,8.1,3.74,1.71,4.87,1.4,6.68,8.83,8.47,8.42,6.48,4.13,7.37,3.84,5.88,7.62,1.2,-18.45
1.4,2.86,9.77,4.75,8.41,4.21,6.64,4.83,2.73,3.01,2.15,6.68,5.57,0.85,8.83,4.72,2.73,1.67,5.49,6.86,17.14
3.58,1.79,3.06,4.16,8.55,4.08,7.15,3.46,1.52,1.14,6.02,6.51,7.15,1.97,9.34,8.69,3.87,6.0,6.46,5.15,-8.07
3.01,1.34,9.37,7.14,6.77,0.13,9.39,0.94,0.66,5.32,9.24,9.97,1.97,2.2,1.32,4.36,0.7,9.69,1.5,9.99,-43.18
1.5,1.85,9.27,6.98,2.78,5.89,0.01,4.48,7.74,7.71,7.12,1.62,4.41,7.7,9.63,3.17,2.85,5.42,2.69,7.52,-43.48
4.37,8.11,8.46,9.07,9.95,7.04,2.05,2.3,9.9,4.69,5.92,6.08,9.91,7.32,1.75,8.4,2.39,4.95,2.58,8.58,-19.24
3.62,1.39,0.12,4.94,9.44,4.22,4.13,7.25,9.46,9.49,6.24,9.94,7.31,5.72,0.42,7.12,1.17,8.4,3.52,7.64,-67.99
6.45,1.47,9.46,9.79,2.56,8.89,4.49,2.22,3.26,6.92,8.2,6.38,4.86,1.53,5.23,3.81,8.9,7.54,2.4,3.98,-25.91
7.9,8.82,3.68,8.14,1.58,5.19,3.6,8.98,5.45,6.79,4.09,8.87,9.63,4.45,9.9,3.33,8.13,9.92,7.26,7.86,13.12
6.56,5.71,6.44,0.65,2.01,3.84,1.49,4.96,4.89,1.09,6.09,4.47,4.47,1.31,8.47,7.41,0.49,8.06,2.47,0.08,54.67
8.38,7.85,7.69,7.78,6.1,8.51,8.07,2.76,3.91,1.49,3.37,9.85,7.31,3.98,6.21,3.86,1.66,3.02,9.44,9.8,8.77
8.89,9.89,2.93,6.24,3.81,2.02,5.9,0.13,7.69,6.53,9.38,0.59,0.83,8.33,1.84,4.57,9.93,8.72,5.8,8.65,-64.93
0.22,6.68,5.49,6.96,0.34,5.04,9.48,2.01,1.74,8.84,1.87,3.65,9.99,8.75,6.17,5.56,0.89,2.4,3.39,5.76,-43.63
7.07,6.51,0.5,3.96,2.57,6.49,1.62,8.97,3.38,5.12,3.38,2.9,2.27,7.06,1.84,3.36,6.3,5.52,5.11,0.74,-35.06
8.44,9.92,4.45,2.27,2.19,3.32,5.27,8.9,7.57,5.67,6.1,3.86,8.61,3.64,0.39,1.49,5.65,3.83,9.91,1.97,34.2
8.55,1.18,7.66,2.51,0.87,0.75,4.33,8.07,2.94,4.65,7.6,8.02,3.53,3.93,0.08,5.23,8.32,4.13,5.74,6.51,16.41
0.39,8.34,4.75,9.93,0.88,7.31,5.23,1.53,9.5,2.47,2.94,3.88,3.67,3.22,6.05,8.46,3.8,8.35,5.29,6.42,-2.57
0.76,3.77,4.18,0.63,7.83,5.51,1.2,8.47,0.82,0.9,1.51,8.42,6.21,9.51,9.33,0.13,5.09,3.7,2.64,3.77,9.22
6.04,1.25,4.26,9.97,7.48,1.1,0.71,4.4,6.64,9.19,2.04,5.26,9.75,3.49,8.7,3.0,2.57,7.68,1.6,8.36,-57.87
9.18,5.17,7.61,9.71,3.92,2.97,5.81,8.06,8.91,2.89,7.82,4.17,5.58,3.22,9.45,7.53,8.2,8.83,6.56,3.54,14.56
1.5,9.42,3.83,5.39,1.94,2.16,2.05,4.79,7.59,0.42,1.82,2.73,8.45,7.95,8.2,7.09,6.01,8.47,2.89,1.63,40.57
7.11,0.25,6.75,8.47,2.14,1.98,2.0,9.16,0.74,4.2,6.5,3.01,3.33,2.03,9.43,7.33,1.49,4.49,5.96,7.81,-26.99
5.79,0.34,0.32,9.74,5.18,9.04,9.98,7.04,1.9,8.81,9.36,4.72,6.77,6.65,3.7,0.81,8.77,8.88,7.65,1.28,-113.74
8.81,9.45,3.48,2.44,1.46,5.62,2.21,6.32,1.91,3.0,7.94,4.63,4.36,5.71,7.68,1.14,9.69,4.78,5.26,6.7,13.11
8.96,8.52,1.57,3.84,7.01,0.08,5.31,5.78,5.82,9.69,8.39,3.53,2.1,1.76,8.03,3.25,3.62,1.25,4.73,1.25,-19.48
8.98,0.62,7.78,8.51,3.04,2.99,2.48,6.06,2.56,3.22,0.76,6.45,3.01,0.0,3.45,5.3,4.5,1.66,7.1,9.19,5.2
7.19,4.71,2.56,2.42,3.43,1.84,8.05,6.97,7.41,9.72,4.29,2.18,1.63,6.81,7.07,8.24,8.25,6.24,3.44,1.68,-40.12
3.13,7.39,2.42,0.2,0.71,8.52,4.62,6.18,3.95,1.56,6.9,6.55,8.89,4.0,1.94,4.68,4.39,5.88,4.6,3.33,24.89
7.94,6.37,5.77,1.86,4.86,0.69,1.97,8.03,5.25,3.34,4.64,8.84,8.21,6.14,0.81,3.63,0.24,5.85,7.83,3.39,43.84
0.33,0.13,1.55,0.6,2.57,3.75,7.92,6.39,1.31,6.64,5.59,2.43,7.78,8.8,6.44,3.73,8.09,3.38,3.86,2.78,-47.77
2.99,2.24,0.72,0.99,9.58,6.52,3.6,1.43,1.14,0.05,2.06,6.73,8.48,4.27,5.4,0.48,1.33,2.26,7.14,7.35,-22.44
9.67,9.44,3.5,9.55,8.08,7.09,3.51,7.56,5.18,5.09,6.9,0.59,3.89,5.51,0.55,0.55,5.12,1.37,0.04,1.99,-69.03
2.12,4.05,0.92,6.96,5.99,4.09,1.12,8.33,7.94,7.79,9.75,1.26,8.79,3.4,1.55,2.96,6.32,9.57,5.34,8.59,-63.55
2.87,9.65,6.89,9.97,1.71,4.27,5.54,3.0,3.75,1.59,3.45,6.1,8.47,1.57,4.9,8.72,0.49,3.87,0.77,5.49,30.1
9.1,3.11,9.53,5.25,1.32,4.59,3.99,8.8,2.5,4.2,6.83,6.72,4.67,1.67,7.56,5.47,9.47,7.44,1.66,9.86,4.61
8.66,7.76,3.79,6.78,3.99,0.14,3.67,2.17,9.74,8.61,9.59,7.72,8.96,0.15,5.18,5.31,7.68,1.72,0.94,4.03,20.3
4.21,6.81,6.52,9.15,0.36,4.62,3.08,8.45,4.51,3.38,7.59,7.58,6.05,8.43,8.3,3.66,5.98,3.71,1.23,7.24,6.39
